#截止2023-12-25，中国电信IP地址段共计5872条。电信AS区域
#IP起始	结束	数量	网络
42.240.208.0	42.240.223.255	4096	42.240.208.0/20
42.240.224.0	42.240.239.255	4096	42.240.224.0/20
42.240.240.0	42.240.255.255	4096	42.240.240.0/20
42.242.0.0	42.243.255.255	131072	42.242.0.0/15
42.243.147.0	42.243.147.255	256	42.243.147.0/24
42.243.148.0	42.243.148.255	256	42.243.148.0/24
42.248.0.0	42.249.255.255	131072	42.248.0.0/15
42.248.152.0	42.248.159.255	2048	42.248.152.0/21
42.249.128.0	42.249.159.255	8192	42.249.128.0/19
43.226.32.0	43.226.47.255	4096	43.226.32.0/20
43.226.49.0	43.226.49.255	256	43.226.49.0/24
43.226.50.0	43.226.51.255	512	43.226.50.0/23
43.226.53.0	43.226.53.255	256	43.226.53.0/24
43.226.54.0	43.226.54.255	256	43.226.54.0/24
43.226.64.0	43.226.71.255	2048	43.226.64.0/21
43.226.72.0	43.226.75.255	1024	43.226.72.0/22
43.226.76.0	43.226.77.255	512	43.226.76.0/23
43.226.144.0	43.226.159.255	4096	43.226.144.0/20
43.227.64.0	43.227.67.255	1024	43.227.64.0/22
43.227.68.0	43.227.68.255	256	43.227.68.0/24
43.228.76.0	43.228.79.255	1024	43.228.76.0/22
43.229.48.0	43.229.48.255	256	43.229.48.0/24
43.231.80.0	43.231.95.255	4096	43.231.80.0/20
43.231.96.0	43.231.99.255	1024	43.231.96.0/22
43.231.100.0	43.231.103.255	1024	43.231.100.0/22
43.231.104.0	43.231.107.255	1024	43.231.104.0/22
43.231.108.0	43.231.111.255	1024	43.231.108.0/22
43.231.160.0	43.231.160.255	256	43.231.160.0/24
43.231.161.0	43.231.161.255	256	43.231.161.0/24
43.231.162.0	43.231.162.255	256	43.231.162.0/24
43.231.163.0	43.231.163.255	256	43.231.163.0/24
43.231.167.0	43.231.167.255	256	43.231.167.0/24
43.231.168.0	43.231.168.255	256	43.231.168.0/24
43.231.169.0	43.231.169.255	256	43.231.169.0/24
43.231.170.0	43.231.170.255	256	43.231.170.0/24
43.240.1.0	43.240.1.255	256	43.240.1.0/24
43.240.2.0	43.240.2.255	256	43.240.2.0/24
43.240.3.0	43.240.3.255	256	43.240.3.0/24
43.240.72.0	43.240.73.255	512	43.240.72.0/23
43.240.74.0	43.240.75.255	512	43.240.74.0/23
43.240.124.0	43.240.124.255	256	43.240.124.0/24
43.240.126.0	43.240.127.255	512	43.240.126.0/23
43.240.136.0	43.240.139.255	1024	43.240.136.0/22
43.240.156.0	43.240.157.255	512	43.240.156.0/23
43.240.158.0	43.240.159.255	512	43.240.158.0/23
43.240.192.0	43.240.195.255	1024	43.240.192.0/22
43.240.196.0	43.240.199.255	1024	43.240.196.0/22
43.240.220.0	43.240.223.255	1024	43.240.220.0/22
43.241.16.0	43.241.17.255	512	43.241.16.0/23
43.241.18.0	43.241.19.255	512	43.241.18.0/23
43.241.48.0	43.241.48.255	256	43.241.48.0/24
43.241.51.0	43.241.51.255	256	43.241.51.0/24
43.241.76.0	43.241.79.255	1024	43.241.76.0/22
43.241.180.0	43.241.183.255	1024	43.241.180.0/22
43.242.72.0	43.242.75.255	1024	43.242.72.0/22
43.242.84.0	43.242.87.255	1024	43.242.84.0/22
43.242.96.0	43.242.97.255	512	43.242.96.0/23
43.242.206.0	43.242.207.255	512	43.242.206.0/23
43.243.128.0	43.243.131.255	1024	43.243.128.0/22
43.243.232.0	43.243.235.255	1024	43.243.232.0/22
43.247.100.0	43.247.100.255	256	43.247.100.0/24
43.247.101.0	43.247.101.255	256	43.247.101.0/24
43.247.102.0	43.247.102.255	256	43.247.102.0/24
43.247.103.0	43.247.103.255	256	43.247.103.0/24
43.247.176.0	43.247.179.255	1024	43.247.176.0/22
43.247.180.0	43.247.183.255	1024	43.247.180.0/22
43.247.184.0	43.247.187.255	1024	43.247.184.0/22
43.247.188.0	43.247.191.255	1024	43.247.188.0/22
43.248.76.0	43.248.79.255	1024	43.248.76.0/22
43.248.96.0	43.248.103.255	2048	43.248.96.0/21
43.248.116.0	43.248.119.255	1024	43.248.116.0/22
43.248.128.0	43.248.143.255	4096	43.248.128.0/20
43.250.32.0	43.250.35.255	1024	43.250.32.0/22
43.254.44.0	43.254.45.255	512	43.254.44.0/23
43.254.46.0	43.254.47.255	512	43.254.46.0/23
43.254.106.0	43.254.106.255	256	43.254.106.0/24
43.254.152.0	43.254.152.255	256	43.254.152.0/24
43.254.156.0	43.254.159.255	1024	43.254.156.0/22
43.254.220.0	43.254.220.255	256	43.254.220.0/24
43.254.221.0	43.254.221.255	256	43.254.221.0/24
43.254.222.0	43.254.222.255	256	43.254.222.0/24
43.254.223.0	43.254.223.255	256	43.254.223.0/24
43.255.212.0	43.255.215.255	1024	43.255.212.0/22
45.113.20.0	45.113.23.255	1024	45.113.20.0/22
45.113.24.0	45.113.25.255	512	45.113.24.0/23
45.113.26.0	45.113.27.255	512	45.113.26.0/23
45.115.44.0	45.115.47.255	1024	45.115.44.0/22
45.115.144.0	45.115.147.255	1024	45.115.144.0/22
45.116.32.0	45.116.35.255	1024	45.116.32.0/22
45.116.100.0	45.116.103.255	1024	45.116.100.0/22
45.119.60.0	45.119.63.255	1024	45.119.60.0/22
45.124.124.0	45.124.125.255	512	45.124.124.0/23
45.124.124.0	45.124.127.255	1024	45.124.124.0/22
45.124.126.0	45.124.127.255	512	45.124.126.0/23
45.126.120.0	45.126.123.255	1024	45.126.120.0/22
45.195.4.0	45.195.4.255	256	45.195.4.0/24
45.195.6.0	45.195.6.255	256	45.195.6.0/24
45.249.212.0	45.249.215.255	1024	45.249.212.0/22
45.251.88.0	45.251.91.255	1024	45.251.88.0/22
45.251.92.0	45.251.95.255	1024	45.251.92.0/22
45.251.100.0	45.251.103.255	1024	45.251.100.0/22
45.253.26.0	45.253.26.255	256	45.253.26.0/24
45.253.27.0	45.253.27.255	256	45.253.27.0/24
45.254.20.0	45.254.23.255	1024	45.254.20.0/22
45.254.64.0	45.254.79.255	4096	45.254.64.0/20
49.4.32.0	49.4.47.255	4096	49.4.32.0/20
49.7.0.0	49.7.63.255	16384	49.7.0.0/18
49.7.48.0	49.7.48.255	256	49.7.48.0/24
49.7.64.0	49.7.127.255	16384	49.7.64.0/18
49.7.128.0	49.7.191.255	16384	49.7.128.0/18
49.7.192.0	49.7.255.255	16384	49.7.192.0/18
49.64.0.0	49.95.255.255	2097152	49.64.0.0/11
49.65.96.0	49.65.103.255	2048	49.65.96.0/21
49.65.120.0	49.65.127.255	2048	49.65.120.0/21
49.65.156.0	49.65.156.255	256	49.65.156.0/24
49.65.157.0	49.65.157.255	256	49.65.157.0/24
49.67.72.0	49.67.75.255	1024	49.67.72.0/22
49.67.76.0	49.67.76.255	256	49.67.76.0/24
49.74.196.0	49.74.196.255	256	49.74.196.0/24
49.74.197.0	49.74.197.255	256	49.74.197.0/24
49.79.134.0	49.79.134.255	256	49.79.134.0/24
49.79.175.0	49.79.175.255	256	49.79.175.0/24
49.79.176.0	49.79.176.255	256	49.79.176.0/24
49.79.237.0	49.79.237.255	256	49.79.237.0/24
49.79.239.0	49.79.239.255	256	49.79.239.0/24
49.79.240.0	49.79.240.255	256	49.79.240.0/24
49.79.241.0	49.79.241.255	256	49.79.241.0/24
49.90.0.0	49.91.255.255	131072	49.90.0.0/15
49.112.0.0	49.119.255.255	524288	49.112.0.0/13
58.32.0.0	58.32.127.255	32768	58.32.0.0/17
58.32.0.0	58.32.255.255	65536	58.32.0.0/16
58.32.0.0	58.32.255.255	65536	58.32.0.0/16
58.32.0.0	58.35.255.255	262144	58.32.0.0/14
58.32.128.0	58.32.255.255	32768	58.32.128.0/17
58.33.0.0	58.33.255.255	65536	58.33.0.0/16
58.33.218.0	58.33.218.255	256	58.33.218.0/24
58.34.0.0	58.34.255.255	65536	58.34.0.0/16
58.35.0.0	58.35.255.255	65536	58.35.0.0/16
58.36.0.0	58.39.255.255	262144	58.36.0.0/14
58.40.0.0	58.40.255.255	65536	58.40.0.0/16
58.41.0.0	58.41.127.255	32768	58.41.0.0/17
58.41.0.0	58.41.255.255	65536	58.41.0.0/16
58.42.0.0	58.42.255.255	65536	58.42.0.0/16
58.43.0.0	58.43.255.255	65536	58.43.0.0/16
58.43.192.0	58.43.195.255	1024	58.43.192.0/22
58.43.192.0	58.43.255.255	16384	58.43.192.0/18
58.44.0.0	58.47.255.255	262144	58.44.0.0/14
58.48.0.0	58.55.255.255	524288	58.48.0.0/13
58.49.108.0	58.49.108.255	256	58.49.108.0/24
58.49.137.0	58.49.137.255	256	58.49.137.0/24
58.49.138.0	58.49.138.255	256	58.49.138.0/24
58.49.144.0	58.49.151.255	2048	58.49.144.0/21
58.49.152.0	58.49.155.255	1024	58.49.152.0/22
58.49.156.0	58.49.159.255	1024	58.49.156.0/22
58.49.160.0	58.49.163.255	1024	58.49.160.0/22
58.49.192.0	58.49.195.255	1024	58.49.192.0/22
58.49.196.0	58.49.199.255	1024	58.49.196.0/22
58.49.212.0	58.49.215.255	1024	58.49.212.0/22
58.49.216.0	58.49.219.255	1024	58.49.216.0/22
58.49.220.0	58.49.223.255	1024	58.49.220.0/22
58.49.224.0	58.49.231.255	2048	58.49.224.0/21
58.49.232.0	58.49.235.255	1024	58.49.232.0/22
58.49.236.0	58.49.239.255	1024	58.49.236.0/22
58.49.240.0	58.49.243.255	1024	58.49.240.0/22
58.49.244.0	58.49.247.255	1024	58.49.244.0/22
58.49.248.0	58.49.251.255	1024	58.49.248.0/22
58.49.252.0	58.49.255.255	1024	58.49.252.0/22
58.50.184.0	58.50.184.255	256	58.50.184.0/24
58.56.0.0	58.57.255.255	131072	58.56.0.0/15
58.56.9.0	58.56.9.255	256	58.56.9.0/24
58.56.66.0	58.56.66.255	256	58.56.66.0/24
58.56.108.0	58.56.108.255	256	58.56.108.0/24
58.56.109.0	58.56.109.255	256	58.56.109.0/24
58.56.110.0	58.56.110.255	256	58.56.110.0/24
58.56.111.0	58.56.111.255	256	58.56.111.0/24
58.56.161.0	58.56.161.255	256	58.56.161.0/24
58.56.163.0	58.56.163.255	256	58.56.163.0/24
58.58.0.0	58.58.255.255	65536	58.58.0.0/16
58.58.33.0	58.58.33.255	256	58.58.33.0/24
58.58.34.0	58.58.34.255	256	58.58.34.0/24
58.58.110.0	58.58.110.255	256	58.58.110.0/24
58.59.0.0	58.59.127.255	32768	58.59.0.0/17
58.59.1.0	58.59.1.255	256	58.59.1.0/24
58.59.8.0	58.59.8.255	256	58.59.8.0/24
58.59.18.0	58.59.18.255	256	58.59.18.0/24
58.59.128.0	58.59.255.255	32768	58.59.128.0/17
58.60.0.0	58.63.255.255	262144	58.60.0.0/14
58.66.192.0	58.66.223.255	8192	58.66.192.0/19
58.66.224.0	58.66.255.255	8192	58.66.224.0/19
58.67.128.0	58.67.191.255	16384	58.67.128.0/18
58.67.192.0	58.67.255.255	16384	58.67.192.0/18
58.82.0.0	58.82.1.255	512	58.82.0.0/23
58.83.128.0	58.83.255.255	32768	58.83.128.0/17
58.99.128.0	58.99.255.255	32768	58.99.128.0/17
58.99.254.0	58.99.255.255	512	58.99.254.0/23
58.208.0.0	58.223.255.255	1048576	58.208.0.0/12
58.209.172.0	58.209.173.255	512	58.209.172.0/23
58.209.176.0	58.209.179.255	1024	58.209.176.0/22
58.211.215.0	58.211.215.255	256	58.211.215.0/24
58.212.47.0	58.212.47.255	256	58.212.47.0/24
58.212.70.0	58.212.70.255	256	58.212.70.0/24
58.212.179.0	58.212.179.255	256	58.212.179.0/24
58.212.207.0	58.212.207.255	256	58.212.207.0/24
58.213.1.0	58.213.1.255	256	58.213.1.0/24
58.213.2.0	58.213.2.255	256	58.213.2.0/24
58.213.3.0	58.213.3.255	256	58.213.3.0/24
58.213.94.0	58.213.95.255	512	58.213.94.0/23
58.213.96.0	58.213.97.255	512	58.213.96.0/23
58.213.98.0	58.213.99.255	512	58.213.98.0/23
58.213.100.0	58.213.101.255	512	58.213.100.0/23
58.215.32.0	58.215.33.255	512	58.215.32.0/23
58.215.47.0	58.215.47.255	256	58.215.47.0/24
58.215.73.0	58.215.73.255	256	58.215.73.0/24
58.215.96.0	58.215.111.255	4096	58.215.96.0/20
58.215.112.0	58.215.119.255	2048	58.215.112.0/21
58.215.120.0	58.215.123.255	1024	58.215.120.0/22
58.215.124.0	58.215.125.255	512	58.215.124.0/23
58.215.126.0	58.215.126.255	256	58.215.126.0/24
58.215.128.0	58.215.128.255	256	58.215.128.0/24
58.215.133.0	58.215.133.255	256	58.215.133.0/24
58.215.134.0	58.215.134.255	256	58.215.134.0/24
58.215.144.0	58.215.147.255	1024	58.215.144.0/22
58.215.151.0	58.215.151.255	256	58.215.151.0/24
58.215.158.0	58.215.158.255	256	58.215.158.0/24
58.215.159.0	58.215.159.255	256	58.215.159.0/24
58.216.0.0	58.216.0.255	256	58.216.0.0/24
58.216.4.0	58.216.4.255	256	58.216.4.0/24
58.216.20.0	58.216.20.255	256	58.216.20.0/24
58.216.26.0	58.216.26.255	256	58.216.26.0/24
58.216.34.0	58.216.34.255	256	58.216.34.0/24
58.216.35.0	58.216.35.255	256	58.216.35.0/24
58.216.36.0	58.216.36.255	256	58.216.36.0/24
58.216.37.0	58.216.37.255	256	58.216.37.0/24
58.216.45.0	58.216.45.255	256	58.216.45.0/24
58.216.47.0	58.216.47.255	256	58.216.47.0/24
58.216.55.0	58.216.55.255	256	58.216.55.0/24
58.216.87.0	58.216.87.255	256	58.216.87.0/24
58.216.88.0	58.216.88.255	256	58.216.88.0/24
58.216.89.0	58.216.89.255	256	58.216.89.0/24
58.216.90.0	58.216.90.255	256	58.216.90.0/24
58.216.91.0	58.216.91.255	256	58.216.91.0/24
58.216.92.0	58.216.92.255	256	58.216.92.0/24
58.216.93.0	58.216.93.255	256	58.216.93.0/24
58.216.102.0	58.216.102.255	256	58.216.102.0/24
58.216.105.0	58.216.105.255	256	58.216.105.0/24
58.216.106.0	58.216.106.255	256	58.216.106.0/24
58.216.116.0	58.216.116.255	256	58.216.116.0/24
58.216.119.0	58.216.119.255	256	58.216.119.0/24
58.217.176.0	58.217.183.255	2048	58.217.176.0/21
58.217.200.0	58.217.207.255	2048	58.217.200.0/21
58.217.236.0	58.217.239.255	1024	58.217.236.0/22
58.217.240.0	58.217.243.255	1024	58.217.240.0/22
58.221.34.0	58.221.34.255	256	58.221.34.0/24
58.221.45.0	58.221.45.255	256	58.221.45.0/24
58.221.54.0	58.221.54.255	256	58.221.54.0/24
58.221.68.0	58.221.68.255	256	58.221.68.0/24
58.221.69.0	58.221.69.255	256	58.221.69.0/24
58.221.146.0	58.221.146.255	256	58.221.146.0/24
58.223.124.0	58.223.124.255	256	58.223.124.0/24
58.223.125.0	58.223.125.255	256	58.223.125.0/24
59.32.0.0	59.39.255.255	524288	59.32.0.0/13
59.37.2.0	59.37.3.255	512	59.37.2.0/23
59.40.0.0	59.41.255.255	131072	59.40.0.0/15
59.42.0.0	59.42.255.255	65536	59.42.0.0/16
59.43.0.0	59.43.255.255	65536	59.43.0.0/16
59.44.0.0	59.47.255.255	262144	59.44.0.0/14
59.44.64.0	59.44.95.255	8192	59.44.64.0/19
59.44.96.0	59.44.127.255	8192	59.44.96.0/19
59.46.128.0	59.46.191.255	16384	59.46.128.0/18
59.46.192.0	59.46.255.255	16384	59.46.192.0/18
59.48.0.0	59.48.255.255	65536	59.48.0.0/16
59.49.0.0	59.49.127.255	32768	59.49.0.0/17
59.49.112.0	59.49.115.255	1024	59.49.112.0/22
59.49.112.0	59.49.127.255	4096	59.49.112.0/20
59.49.112.0	59.49.127.255	4096	59.49.112.0/20
59.49.116.0	59.49.116.255	256	59.49.116.0/24
59.49.118.0	59.49.118.255	256	59.49.118.0/24
59.49.119.0	59.49.119.255	256	59.49.119.0/24
59.49.120.0	59.49.120.255	256	59.49.120.0/24
59.49.121.0	59.49.121.255	256	59.49.121.0/24
59.49.122.0	59.49.122.255	256	59.49.122.0/24
59.49.123.0	59.49.123.255	256	59.49.123.0/24
59.49.124.0	59.49.124.255	256	59.49.124.0/24
59.49.125.0	59.49.125.255	256	59.49.125.0/24
59.49.126.0	59.49.126.255	256	59.49.126.0/24
59.49.128.0	59.49.255.255	32768	59.49.128.0/17
59.50.0.0	59.50.255.255	65536	59.50.0.0/16
59.51.0.0	59.51.127.255	32768	59.51.0.0/17
59.51.128.0	59.51.255.255	32768	59.51.128.0/17
59.52.0.0	59.55.255.255	262144	59.52.0.0/14
59.53.48.0	59.53.49.255	512	59.53.48.0/23
59.53.51.0	59.53.51.255	256	59.53.51.0/24
59.53.52.0	59.53.55.255	1024	59.53.52.0/22
59.53.56.0	59.53.63.255	2048	59.53.56.0/21
59.53.60.0	59.53.60.255	256	59.53.60.0/24
59.53.64.0	59.53.64.255	256	59.53.64.0/24
59.53.64.0	59.53.79.255	4096	59.53.64.0/20
59.53.67.0	59.53.67.255	256	59.53.67.0/24
59.53.69.0	59.53.69.255	256	59.53.69.0/24
59.53.70.0	59.53.71.255	512	59.53.70.0/23
59.53.72.0	59.53.72.255	256	59.53.72.0/24
59.53.73.0	59.53.73.255	256	59.53.73.0/24
59.53.84.0	59.53.84.255	256	59.53.84.0/24
59.53.85.0	59.53.85.255	256	59.53.85.0/24
59.53.90.0	59.53.91.255	512	59.53.90.0/23
59.53.92.0	59.53.95.255	1024	59.53.92.0/22
59.53.95.0	59.53.95.255	256	59.53.95.0/24
59.56.0.0	59.59.255.255	262144	59.56.0.0/14
59.56.16.0	59.56.16.255	256	59.56.16.0/24
59.56.16.0	59.56.31.255	4096	59.56.16.0/20
59.56.17.0	59.56.17.255	256	59.56.17.0/24
59.56.18.0	59.56.18.255	256	59.56.18.0/24
59.56.19.0	59.56.19.255	256	59.56.19.0/24
59.56.20.0	59.56.20.255	256	59.56.20.0/24
59.56.21.0	59.56.21.255	256	59.56.21.0/24
59.56.22.0	59.56.22.255	256	59.56.22.0/24
59.56.23.0	59.56.23.255	256	59.56.23.0/24
59.56.24.0	59.56.24.255	256	59.56.24.0/24
59.56.25.0	59.56.25.255	256	59.56.25.0/24
59.56.26.0	59.56.26.255	256	59.56.26.0/24
59.56.27.0	59.56.27.255	256	59.56.27.0/24
59.56.30.0	59.56.30.255	256	59.56.30.0/24
59.56.31.0	59.56.31.255	256	59.56.31.0/24
59.56.64.0	59.56.64.255	256	59.56.64.0/24
59.56.65.0	59.56.65.255	256	59.56.65.0/24
59.56.66.0	59.56.66.255	256	59.56.66.0/24
59.56.67.0	59.56.67.255	256	59.56.67.0/24
59.56.68.0	59.56.68.255	256	59.56.68.0/24
59.56.69.0	59.56.69.255	256	59.56.69.0/24
59.56.70.0	59.56.70.255	256	59.56.70.0/24
59.56.71.0	59.56.71.255	256	59.56.71.0/24
59.56.72.0	59.56.72.255	256	59.56.72.0/24
59.56.73.0	59.56.73.255	256	59.56.73.0/24
59.56.74.0	59.56.74.255	256	59.56.74.0/24
59.56.75.0	59.56.75.255	256	59.56.75.0/24
59.56.76.0	59.56.76.255	256	59.56.76.0/24
59.56.77.0	59.56.77.255	256	59.56.77.0/24
59.56.78.0	59.56.78.255	256	59.56.78.0/24
59.56.79.0	59.56.79.255	256	59.56.79.0/24
59.56.96.0	59.56.96.255	256	59.56.96.0/24
59.56.97.0	59.56.97.255	256	59.56.97.0/24
59.56.98.0	59.56.98.255	256	59.56.98.0/24
59.56.99.0	59.56.99.255	256	59.56.99.0/24
59.56.100.0	59.56.100.255	256	59.56.100.0/24
59.56.101.0	59.56.101.255	256	59.56.101.0/24
59.56.102.0	59.56.102.255	256	59.56.102.0/24
59.56.103.0	59.56.103.255	256	59.56.103.0/24
59.56.104.0	59.56.104.255	256	59.56.104.0/24
59.56.104.0	59.56.107.255	1024	59.56.104.0/22
59.56.109.0	59.56.109.255	256	59.56.109.0/24
59.56.110.0	59.56.110.255	256	59.56.110.0/24
59.56.111.0	59.56.111.255	256	59.56.111.0/24
59.57.12.0	59.57.13.255	512	59.57.12.0/23
59.57.15.0	59.57.15.255	256	59.57.15.0/24
59.59.172.0	59.59.175.255	1024	59.59.172.0/22
59.59.176.0	59.59.183.255	2048	59.59.176.0/21
59.60.0.0	59.60.15.255	4096	59.60.0.0/20
59.60.0.0	59.61.255.255	131072	59.60.0.0/15
59.60.8.0	59.60.8.255	256	59.60.8.0/24
59.60.21.0	59.60.21.255	256	59.60.21.0/24
59.60.28.0	59.60.28.255	256	59.60.28.0/24
59.60.30.0	59.60.30.255	256	59.60.30.0/24
59.60.40.0	59.60.40.255	256	59.60.40.0/24
59.60.147.0	59.60.147.255	256	59.60.147.0/24
59.60.154.0	59.60.154.255	256	59.60.154.0/24
59.60.156.0	59.60.156.255	256	59.60.156.0/24
59.62.0.0	59.63.255.255	131072	59.62.0.0/15
59.63.156.0	59.63.159.255	1024	59.63.156.0/22
59.63.160.0	59.63.161.255	512	59.63.160.0/23
59.63.160.0	59.63.191.255	8192	59.63.160.0/19
59.63.164.0	59.63.164.255	256	59.63.164.0/24
59.63.167.0	59.63.167.255	256	59.63.167.0/24
59.63.177.0	59.63.177.255	256	59.63.177.0/24
59.63.178.0	59.63.178.255	256	59.63.178.0/24
59.63.189.0	59.63.189.255	256	59.63.189.0/24
59.63.192.0	59.63.255.255	16384	59.63.192.0/18
59.63.208.0	59.63.223.255	4096	59.63.208.0/20
59.63.224.0	59.63.231.255	2048	59.63.224.0/21
59.63.232.0	59.63.239.255	2048	59.63.232.0/21
59.63.240.0	59.63.247.255	2048	59.63.240.0/21
59.63.252.0	59.63.252.255	256	59.63.252.0/24
59.63.254.0	59.63.255.255	512	59.63.254.0/23
59.107.0.0	59.107.63.255	16384	59.107.0.0/18
59.107.64.0	59.107.127.255	16384	59.107.64.0/18
59.151.0.0	59.151.63.255	16384	59.151.0.0/18
59.151.0.0	59.151.127.255	32768	59.151.0.0/17
59.151.27.0	59.151.27.255	256	59.151.27.0/24
59.151.64.0	59.151.127.255	16384	59.151.64.0/18
59.151.113.0	59.151.113.255	256	59.151.113.0/24
59.153.92.0	59.153.93.255	512	59.153.92.0/23
59.153.92.0	59.153.95.255	1024	59.153.92.0/22
59.153.94.0	59.153.95.255	512	59.153.94.0/23
59.172.0.0	59.175.255.255	262144	59.172.0.0/14
59.173.248.0	59.173.248.255	256	59.173.248.0/24
60.160.0.0	60.161.255.255	131072	60.160.0.0/15
60.161.16.0	60.161.19.255	1024	60.161.16.0/22
60.162.0.0	60.163.255.255	131072	60.162.0.0/15
60.163.128.0	60.163.128.255	256	60.163.128.0/24
60.163.129.0	60.163.129.255	256	60.163.129.0/24
60.163.130.0	60.163.130.255	256	60.163.130.0/24
60.163.131.0	60.163.131.255	256	60.163.131.0/24
60.163.132.0	60.163.132.255	256	60.163.132.0/24
60.163.142.0	60.163.143.255	512	60.163.142.0/23
60.163.160.0	60.163.175.255	4096	60.163.160.0/20
60.163.191.0	60.163.191.255	256	60.163.191.0/24
60.164.0.0	60.165.255.255	131072	60.164.0.0/15
60.166.0.0	60.167.255.255	131072	60.166.0.0/15
60.168.0.0	60.175.255.255	524288	60.168.0.0/13
60.168.127.0	60.168.127.255	256	60.168.127.0/24
60.168.148.0	60.168.148.255	256	60.168.148.0/24
60.176.0.0	60.191.255.255	1048576	60.176.0.0/12
60.188.64.0	60.188.127.255	16384	60.188.64.0/18
60.188.224.0	60.188.225.255	512	60.188.224.0/23
60.190.1.0	60.190.1.255	256	60.190.1.0/24
60.190.31.0	60.190.31.255	256	60.190.31.0/24
60.190.38.0	60.190.38.255	256	60.190.38.0/24
60.190.39.0	60.190.39.255	256	60.190.39.0/24
60.190.63.0	60.190.63.255	256	60.190.63.0/24
60.190.114.0	60.190.114.255	256	60.190.114.0/24
60.190.118.0	60.190.118.255	256	60.190.118.0/24
60.190.119.0	60.190.119.255	256	60.190.119.0/24
60.191.192.0	60.191.192.255	256	60.191.192.0/24
60.191.196.0	60.191.196.255	256	60.191.196.0/24
60.191.202.0	60.191.202.255	256	60.191.202.0/24
60.191.205.0	60.191.205.255	256	60.191.205.0/24
60.191.220.0	60.191.220.255	256	60.191.220.0/24
60.191.221.0	60.191.221.255	256	60.191.221.0/24
60.191.222.0	60.191.222.255	256	60.191.222.0/24
60.191.223.0	60.191.223.255	256	60.191.223.0/24
60.191.229.0	60.191.229.255	256	60.191.229.0/24
60.191.231.0	60.191.231.255	256	60.191.231.0/24
60.191.232.0	60.191.232.255	256	60.191.232.0/24
60.191.239.0	60.191.239.255	256	60.191.239.0/24
60.191.248.0	60.191.249.255	512	60.191.248.0/23
60.191.252.0	60.191.252.255	256	60.191.252.0/24
60.191.254.0	60.191.254.255	256	60.191.254.0/24
60.235.0.0	60.235.255.255	65536	60.235.0.0/16
60.247.128.0	60.247.191.255	16384	60.247.128.0/18
60.247.128.0	60.247.255.255	32768	60.247.128.0/17
60.247.192.0	60.247.223.255	8192	60.247.192.0/19
60.247.224.0	60.247.255.255	8192	60.247.224.0/19
61.4.176.0	61.4.191.255	4096	61.4.176.0/20
61.29.128.0	61.29.191.255	16384	61.29.128.0/18
61.29.161.0	61.29.161.255	256	61.29.161.0/24
61.128.0.0	61.128.127.255	32768	61.128.0.0/17
61.128.128.0	61.128.255.255	32768	61.128.128.0/17
61.128.171.0	61.128.171.255	256	61.128.171.0/24
61.128.172.0	61.128.173.255	512	61.128.172.0/23
61.128.194.0	61.128.194.255	256	61.128.194.0/24
61.128.196.0	61.128.196.255	256	61.128.196.0/24
61.128.198.0	61.128.198.255	256	61.128.198.0/24
61.129.0.0	61.129.127.255	32768	61.129.0.0/17
61.129.0.0	61.129.255.255	65536	61.129.0.0/16
61.129.128.0	61.129.255.255	32768	61.129.128.0/17
61.130.0.0	61.130.255.255	65536	61.130.0.0/16
61.130.2.0	61.130.3.255	512	61.130.2.0/23
61.130.25.0	61.130.25.255	256	61.130.25.0/24
61.130.28.0	61.130.28.255	256	61.130.28.0/24
61.130.29.0	61.130.29.255	256	61.130.29.0/24
61.130.30.0	61.130.30.255	256	61.130.30.0/24
61.130.144.0	61.130.144.255	256	61.130.144.0/24
61.130.145.0	61.130.145.255	256	61.130.145.0/24
61.131.0.0	61.131.127.255	32768	61.131.0.0/17
61.131.128.0	61.131.255.255	32768	61.131.128.0/17
61.132.0.0	61.132.127.255	32768	61.132.0.0/17
61.132.0.0	61.132.127.255	32768	61.132.0.0/17
61.132.128.0	61.132.255.255	32768	61.132.128.0/17
61.133.128.0	61.133.191.255	16384	61.133.128.0/18
61.133.192.0	61.133.223.255	8192	61.133.192.0/19
61.133.224.0	61.133.255.255	8192	61.133.224.0/19
61.134.0.0	61.134.63.255	16384	61.134.0.0/18
61.134.64.0	61.134.95.255	8192	61.134.64.0/19
61.136.128.0	61.136.255.255	32768	61.136.128.0/17
61.136.173.0	61.136.173.255	256	61.136.173.0/24
61.137.0.0	61.137.127.255	32768	61.137.0.0/17
61.138.192.0	61.138.223.255	8192	61.138.192.0/19
61.138.224.0	61.138.255.255	8192	61.138.224.0/19
61.139.0.0	61.139.127.255	32768	61.139.0.0/17
61.139.39.0	61.139.39.255	256	61.139.39.0/24
61.139.40.0	61.139.40.255	256	61.139.40.0/24
61.139.64.0	61.139.64.255	256	61.139.64.0/24
61.139.65.0	61.139.65.255	256	61.139.65.0/24
61.139.76.0	61.139.76.255	256	61.139.76.0/24
61.139.77.0	61.139.77.255	256	61.139.77.0/24
61.139.103.0	61.139.103.255	256	61.139.103.0/24
61.139.119.0	61.139.119.255	256	61.139.119.0/24
61.139.120.0	61.139.120.255	256	61.139.120.0/24
61.139.126.0	61.139.126.255	256	61.139.126.0/24
61.139.192.0	61.139.207.255	4096	61.139.192.0/20
61.139.192.0	61.139.255.255	16384	61.139.192.0/18
